******************************************************************
records on FG_NET dataset under leave one person out protocol

******************************************************************


******************************************************************
train and test on ID: 1
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
006, 10.8214, 4.6768, 95.3192
007, 10.7717, 4.6121, 95.3859
008, 9.8720, 4.1333, 95.8525
009, 9.9272, 4.3394, 95.6657
010, 9.4844, 3.9869, 96.0101
011, 9.1063, 3.9030, 96.0919
012, 9.3364, 3.9778, 96.0061
013, 8.6510, 3.6253, 96.3687
014, 8.1683, 3.4616, 96.5434
015, 8.0020, 3.4525, 96.5303
016, 7.7027, 3.2212, 96.7838
017, 7.7017, 3.2030, 96.7838
018, 7.9522, 3.3636, 96.6394
019, 7.0828, 2.9889, 97.0131
020, 7.2117, 3.0152, 96.9838
021, 7.3129, 3.0859, 96.9172
022, 7.0103, 2.9929, 97.0172
023, 7.2174, 2.9818, 97.0051
024, 7.3838, 3.1485, 96.8364
025, 6.5013, 2.8586, 97.1444
026, 6.4642, 2.7091, 97.2879
027, 6.1205, 2.5323, 97.4606
028, 7.1255, 3.0263, 96.9646
029, 6.5873, 2.7566, 97.2455
030, 6.2236, 2.6434, 97.3475
031, 5.6700, 2.3162, 97.6687
032, 5.4021, 2.3414, 97.6697
033, 4.8665, 1.9949, 98.0030
034, 4.7641, 1.9677, 98.0283
035, 4.6897, 1.9374, 98.0616
036, 4.6480, 1.9727, 98.0323
037, 4.6408, 1.9040, 98.1020
038, 4.0851, 1.6778, 98.3263
039, 4.3262, 1.7535, 98.2424
040, 4.8578, 2.0071, 97.9919
041, 4.2077, 1.7182, 98.2778
042, 4.0831, 1.6899, 98.3101
043, 4.1953, 1.6970, 98.3010
044, 4.6445, 1.9010, 98.1030
045, 4.3847, 1.7929, 98.1949
046, 3.9515, 1.5556, 98.4485
047, 4.2706, 1.7040, 98.2929
048, 4.3617, 1.7626, 98.2374
049, 4.0380, 1.6384, 98.3606
050, 4.2886, 1.7687, 98.2202
051, 3.8477, 1.5646, 98.4394
052, 4.0701, 1.6828, 98.3111
053, 3.9427, 1.6212, 98.3778
054, 4.0523, 1.7061, 98.2889
055, 3.7917, 1.5434, 98.4525
056, 4.2284, 1.7182, 98.2788
057, 3.9768, 1.6929, 98.3182
058, 3.7360, 1.4556, 98.5424
059, 3.9063, 1.6263, 98.3758
060, 4.0603, 1.6081, 98.3828
061, 3.6306, 1.4717, 98.5323
062, 3.8996, 1.5929, 98.4040
063, 3.8321, 1.5616, 98.4404
064, 4.0765, 1.6626, 98.3394
065, 4.0900, 1.6909, 98.3091
test_total_loss, test_argmax_MAE, test_accuracy:
15.7474, 4.5833, 95.4167
******************************************************************
train and test on ID: 24
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 22.7833, 9.2977, 90.0676
002, 15.1411, 6.4995, 93.4864
003, 13.5748, 5.7800, 94.2281
004, 12.6317, 5.5086, 94.4823
005, 11.4906, 4.9899, 95.0091
006, 11.7551, 5.0595, 94.9405
007, 10.7932, 4.6640, 95.3512
008, 9.4413, 3.9950, 95.9970
009, 9.4102, 3.9859, 96.0212
010, 9.6747, 4.1917, 95.8113
011, 8.8009, 3.7538, 96.2482
012, 9.1777, 3.9273, 96.0716
013, 8.3720, 3.6054, 96.3996
014, 8.2535, 3.4137, 96.5832
015, 8.2334, 3.4632, 96.5086
016, 7.3030, 3.1352, 96.8708
017, 6.8947, 2.9122, 97.0817
018, 7.3566, 3.1584, 96.8385
019, 7.4609, 3.1039, 96.8890
020, 7.6557, 3.2583, 96.7467
021, 7.3796, 3.0464, 96.9395
022, 7.4923, 3.2190, 96.7851
023, 7.0860, 2.9546, 97.0383
024, 6.7259, 2.8042, 97.1847
025, 6.7979, 2.8739, 97.1140
026, 6.9648, 2.9041, 97.0858
027, 6.4931, 2.7810, 97.2190
028, 6.7585, 2.7992, 97.1746
029, 6.4720, 2.6953, 97.3027
030, 6.2494, 2.6034, 97.4046
031, 5.7220, 2.3451, 97.6498
032, 5.0921, 2.1332, 97.8618
033, 4.7491, 1.9657, 98.0333
034, 4.5154, 1.8274, 98.1524
035, 4.7253, 2.0000, 98.0151
036, 4.4791, 1.8426, 98.1524
037, 4.4792, 1.8718, 98.1271
038, 4.3458, 1.7760, 98.2240
039, 4.3456, 1.7891, 98.2089
040, 4.4070, 1.8224, 98.1806
041, 4.0054, 1.6398, 98.3613
042, 4.3018, 1.7699, 98.2301
043, 4.0606, 1.6176, 98.3774
044, 4.1593, 1.7477, 98.2644
045, 4.1655, 1.7437, 98.2432
046, 4.2647, 1.7437, 98.2402
047, 3.9696, 1.6004, 98.3966
048, 3.6879, 1.4420, 98.5570
049, 3.9859, 1.6236, 98.3865
050, 3.9563, 1.6256, 98.3754
051, 3.5482, 1.3855, 98.6054
052, 3.9413, 1.6337, 98.3592
053, 3.9479, 1.6398, 98.3602
054, 3.9159, 1.6337, 98.3703
055, 3.8888, 1.6206, 98.3774
056, 4.0427, 1.7053, 98.2916
057, 3.7286, 1.4551, 98.5288
058, 3.4266, 1.4046, 98.5964
059, 3.4560, 1.3946, 98.6034
060, 3.6147, 1.4410, 98.5550
061, 3.8927, 1.5641, 98.4228
062, 3.5739, 1.4299, 98.5671
063, 3.6746, 1.4712, 98.5197
064, 3.7732, 1.5893, 98.4228
065, 3.7350, 1.4945, 98.4945
test_total_loss, test_argmax_MAE, test_accuracy:
13.6505, 4.5455, 95.4546
******************************************************************
train and test on ID: 25
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.0313, 8.8525, 90.1020
002, 15.2591, 6.5768, 93.4162
003, 13.5990, 5.7586, 94.2313
004, 12.6808, 5.4253, 94.5677
005, 11.8286, 4.9717, 95.0030
006, 11.0513, 4.8636, 95.1354
007, 10.3388, 4.4515, 95.5384
008, 10.2283, 4.4313, 95.5545
009, 10.0077, 4.2485, 95.7475
010, 9.1033, 3.9293, 96.0657
011, 8.9298, 3.8131, 96.1859
012, 8.7503, 3.7333, 96.2596
013, 8.5396, 3.6525, 96.3515
014, 8.4737, 3.6222, 96.3778
015, 8.0155, 3.4242, 96.5747
016, 8.4749, 3.7626, 96.2303
017, 8.0668, 3.4818, 96.5101
018, 7.7952, 3.2727, 96.7273
019, 7.1700, 3.0939, 96.9182
020, 7.0949, 3.0384, 96.9525
021, 6.8304, 2.9162, 97.0929
022, 7.0034, 2.9707, 97.0242
023, 6.6967, 2.7879, 97.2061
024, 6.6173, 2.7667, 97.2232
025, 6.9019, 2.9071, 97.1101
026, 6.7409, 2.9051, 97.0970
027, 5.9971, 2.5566, 97.4465
028, 6.4700, 2.6586, 97.3374
029, 6.9955, 2.9929, 96.9970
030, 5.9770, 2.5646, 97.4404
031, 5.5742, 2.4101, 97.6000
032, 5.0968, 2.1828, 97.8192
033, 4.8113, 1.9980, 98.0000
034, 4.7168, 1.9152, 98.0697
035, 4.9372, 2.0556, 97.9404
036, 4.5324, 1.8646, 98.1323
037, 4.6712, 1.9354, 98.0636
038, 4.4872, 1.8293, 98.1778
039, 4.4399, 1.8495, 98.1374
040, 4.3956, 1.8495, 98.1505
041, 4.2345, 1.6606, 98.3253
042, 4.2204, 1.7606, 98.2475
043, 4.3517, 1.7747, 98.2263
044, 4.1249, 1.6778, 98.3020
045, 4.1679, 1.7525, 98.2515
046, 4.2686, 1.7364, 98.2667
047, 3.9158, 1.6202, 98.3828
048, 4.3107, 1.7636, 98.2293
049, 3.9356, 1.5444, 98.4485
050, 4.1503, 1.8121, 98.1939
051, 3.9029, 1.6354, 98.3697
052, 4.2400, 1.7687, 98.2303
053, 3.7433, 1.5283, 98.4737
054, 3.8647, 1.5465, 98.4384
055, 3.9700, 1.6778, 98.3222
056, 3.7995, 1.5657, 98.4354
057, 3.6950, 1.4515, 98.5434
058, 4.2351, 1.7495, 98.2566
059, 4.0878, 1.7172, 98.2848
060, 4.0890, 1.7354, 98.2677
061, 3.6241, 1.5020, 98.4949
062, 3.8422, 1.5475, 98.4444
063, 4.1057, 1.7303, 98.2697
064, 4.1081, 1.6939, 98.3030
065, 3.9837, 1.6192, 98.3848
test_total_loss, test_argmax_MAE, test_accuracy:
13.5098, 4.6667, 95.3333
******************************************************************
train and test on ID: 26
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.0380, 9.2059, 89.8042
002, 16.4201, 7.0928, 92.8951
003, 13.3938, 5.7417, 94.2644
004, 12.3273, 5.2765, 94.7104
005, 11.5185, 4.8688, 95.1312
006, 11.1384, 4.6418, 95.3491
007, 11.0484, 4.6428, 95.3572
008, 10.7922, 4.6145, 95.3784
009, 9.6603, 4.2089, 95.7881
010, 9.4408, 4.0565, 95.9405
011, 8.3854, 3.6065, 96.3895
012, 9.5182, 4.0454, 95.9485
013, 8.9506, 3.8012, 96.1867
014, 7.9572, 3.3199, 96.6831
015, 8.1237, 3.4763, 96.5156
016, 8.1722, 3.3865, 96.5974
017, 7.5148, 3.2452, 96.7528
018, 7.5234, 3.1524, 96.8305
019, 7.9618, 3.4097, 96.5903
020, 7.4362, 3.1100, 96.9082
021, 7.3321, 3.1473, 96.8305
022, 6.7924, 2.8658, 97.1322
023, 6.6826, 2.8456, 97.1423
024, 6.9665, 2.9243, 97.0757
025, 6.6431, 2.8406, 97.1524
026, 6.7329, 2.8991, 97.0989
027, 6.2318, 2.6206, 97.3613
028, 6.1918, 2.6640, 97.3391
029, 6.1948, 2.5610, 97.4400
030, 6.2887, 2.7013, 97.2977
031, 5.7895, 2.4006, 97.6105
032, 5.1459, 2.1171, 97.8819
033, 4.9301, 2.0525, 97.9586
034, 4.4674, 1.8840, 98.1231
035, 4.9041, 2.0575, 97.9435
036, 4.8014, 1.9859, 98.0212
037, 4.5364, 1.8708, 98.1160
038, 4.1140, 1.6963, 98.3118
039, 4.5385, 1.8567, 98.1433
040, 3.9935, 1.6095, 98.3946
041, 3.8402, 1.5732, 98.4258
042, 4.3286, 1.7830, 98.2129
043, 4.2358, 1.7699, 98.2291
044, 4.2920, 1.8163, 98.1756
045, 4.1559, 1.7477, 98.2563
046, 3.9056, 1.5933, 98.4097
047, 3.9189, 1.5621, 98.4349
048, 3.9784, 1.5762, 98.4289
049, 3.9781, 1.6186, 98.3895
050, 4.0941, 1.7164, 98.2856
051, 3.8911, 1.6549, 98.3491
052, 3.9167, 1.5701, 98.4279
053, 3.8974, 1.6398, 98.3532
054, 4.0081, 1.6549, 98.3380
055, 4.0222, 1.6831, 98.3249
056, 3.7934, 1.5600, 98.4339
057, 4.2673, 1.7013, 98.2876
058, 3.4805, 1.4077, 98.5893
059, 3.8508, 1.5439, 98.4470
060, 3.7174, 1.5066, 98.4884
061, 4.1785, 1.6932, 98.3037
062, 3.8089, 1.5530, 98.4379
063, 3.8610, 1.5479, 98.4571
064, 4.0326, 1.6236, 98.3754
065, 3.8578, 1.5974, 98.4026
test_total_loss, test_argmax_MAE, test_accuracy:
4.1448, 1.7273, 98.2727
******************************************************************
train and test on ID: 27
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.0645, 9.0030, 89.9314
002, 16.1881, 6.8940, 93.0838
003, 14.0207, 6.0888, 93.9092
004, 12.4803, 5.3764, 94.6125
005, 12.0053, 5.1080, 94.8628
006, 10.9396, 4.7225, 95.2836
007, 10.9048, 4.6680, 95.3269
008, 10.3480, 4.3582, 95.6357
009, 9.7766, 4.1806, 95.8032
010, 9.4103, 4.0959, 95.9233
011, 8.2473, 3.5368, 96.4743
012, 8.3965, 3.5913, 96.4046
013, 8.7868, 3.8032, 96.1948
014, 8.2292, 3.5984, 96.4036
015, 8.0826, 3.4702, 96.5388
016, 7.9565, 3.3451, 96.6468
017, 7.0979, 3.0323, 96.9728
018, 7.4293, 3.2190, 96.7800
019, 7.5471, 3.2634, 96.7306
020, 6.7761, 2.8658, 97.1322
021, 6.8808, 2.9556, 97.0373
022, 7.3025, 3.1584, 96.8274
023, 6.9593, 3.0010, 97.0010
024, 7.2503, 2.9859, 97.0151
025, 7.2693, 3.1080, 96.8951
026, 6.6709, 2.7487, 97.2503
027, 6.0836, 2.5358, 97.4692
028, 6.5637, 2.6953, 97.2936
029, 5.9489, 2.5328, 97.4692
030, 6.0651, 2.5156, 97.4874
031, 6.3290, 2.6196, 97.3915
032, 4.9883, 2.0192, 97.9828
033, 5.0209, 2.1171, 97.8890
034, 4.8543, 1.9929, 98.0040
035, 4.8823, 2.0363, 97.9586
036, 4.4841, 1.7871, 98.2008
037, 4.8898, 2.0091, 97.9859
038, 4.1502, 1.7074, 98.2866
039, 4.5730, 1.9364, 98.0605
040, 4.1636, 1.7205, 98.2765
041, 4.3195, 1.8204, 98.1685
042, 4.5068, 1.8557, 98.1382
043, 4.5905, 1.8981, 98.1120
044, 4.3142, 1.7508, 98.2513
045, 4.5225, 1.8850, 98.1191
046, 3.9771, 1.5570, 98.4379
047, 4.0578, 1.6670, 98.3269
048, 4.0273, 1.6781, 98.3320
049, 4.2224, 1.7215, 98.2755
050, 3.8866, 1.5540, 98.4319
051, 3.9217, 1.5721, 98.4319
052, 3.8090, 1.5802, 98.4178
053, 3.7254, 1.5227, 98.4702
054, 3.8525, 1.5540, 98.4430
055, 3.7175, 1.5136, 98.4884
056, 4.0690, 1.6801, 98.3239
057, 4.0224, 1.6761, 98.3158
058, 3.4982, 1.4359, 98.5550
059, 3.9176, 1.6226, 98.3703
060, 3.8376, 1.5853, 98.4137
061, 3.8490, 1.5954, 98.3976
062, 4.2172, 1.6892, 98.3058
063, 3.6949, 1.4763, 98.5106
064, 4.0502, 1.7225, 98.2825
065, 3.7257, 1.5368, 98.4571
test_total_loss, test_argmax_MAE, test_accuracy:
7.9129, 3.3636, 96.4546
******************************************************************
train and test on ID: 28
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.8532, 9.2503, 89.7286
002, 15.5611, 6.5570, 93.4329
003, 13.7875, 6.0343, 93.9506
004, 13.3103, 5.6044, 94.3744
005, 11.3186, 5.0182, 94.9728
006, 10.8515, 4.6498, 95.3320
007, 10.3083, 4.4127, 95.5873
008, 10.2749, 4.4077, 95.5893
009, 9.7051, 4.1009, 95.8920
010, 10.0094, 4.1776, 95.8274
011, 9.0775, 3.7962, 96.1897
012, 8.5241, 3.6640, 96.3421
013, 8.8368, 3.7528, 96.2563
014, 8.5184, 3.5510, 96.4359
015, 7.7498, 3.3229, 96.6529
016, 7.8050, 3.3259, 96.6650
017, 7.2696, 3.0545, 96.9425
018, 7.6083, 3.2301, 96.7770
019, 7.2431, 3.1130, 96.8809
020, 7.4822, 3.1746, 96.8052
021, 7.0147, 2.9132, 97.0838
022, 6.8740, 2.8860, 97.1120
023, 6.9841, 2.9627, 97.0343
024, 6.7534, 2.8890, 97.1009
025, 6.8094, 2.8214, 97.1705
026, 7.0292, 2.9011, 97.0959
027, 6.6765, 2.7679, 97.2341
028, 6.4065, 2.7175, 97.2906
029, 6.1153, 2.5822, 97.4238
030, 5.8606, 2.4450, 97.5479
031, 5.8116, 2.4198, 97.5641
032, 5.1080, 2.0999, 97.9072
033, 4.6850, 1.9374, 98.0616
034, 4.7066, 1.9263, 98.0636
035, 4.8855, 2.0141, 97.9929
036, 4.7516, 2.0040, 98.0050
037, 4.5106, 1.8335, 98.1564
038, 4.2663, 1.7861, 98.2210
039, 4.3346, 1.6761, 98.3158
040, 4.3294, 1.7760, 98.2099
041, 4.1414, 1.7487, 98.2412
042, 4.4761, 1.8295, 98.1726
043, 3.9703, 1.6549, 98.3512
044, 4.3749, 1.8032, 98.1907
045, 4.0297, 1.6024, 98.3976
046, 3.9758, 1.5762, 98.4309
047, 3.9690, 1.6398, 98.3643
048, 4.2406, 1.7447, 98.2593
049, 4.2077, 1.6660, 98.3350
050, 3.9903, 1.6236, 98.3845
051, 4.0115, 1.6680, 98.3350
052, 3.8560, 1.5873, 98.4168
053, 4.0301, 1.6569, 98.3421
054, 3.6942, 1.4924, 98.5045
055, 3.9813, 1.6226, 98.3724
056, 3.7724, 1.5257, 98.4652
057, 3.9310, 1.6065, 98.3946
058, 3.7871, 1.5671, 98.4268
059, 3.7269, 1.5166, 98.4783
060, 3.8657, 1.5832, 98.4208
061, 4.0266, 1.6347, 98.3643
062, 3.7316, 1.5449, 98.4551
063, 4.1808, 1.7084, 98.2906
064, 3.7563, 1.5156, 98.4874
065, 3.6869, 1.4965, 98.5015
test_total_loss, test_argmax_MAE, test_accuracy:
9.7429, 4.1818, 95.8182
******************************************************************
train and test on ID: 29
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.3219, 8.8554, 90.0121
002, 15.5519, 6.5824, 93.4014
003, 13.7391, 5.9282, 94.0516
004, 11.8350, 4.9828, 95.0172
005, 11.6017, 5.0071, 94.9919
006, 11.2425, 4.8574, 95.1325
007, 10.8103, 4.5774, 95.4267
008, 9.3286, 4.0051, 95.9980
009, 9.8332, 4.1143, 95.8827
010, 9.3005, 3.9555, 96.0374
011, 8.9883, 3.9171, 96.0819
012, 9.1171, 3.8160, 96.1759
013, 8.8755, 3.8686, 96.1294
014, 8.1952, 3.5066, 96.4995
015, 7.5544, 3.1466, 96.8524
016, 8.4171, 3.5733, 96.4267
017, 8.0111, 3.3893, 96.6087
018, 7.9102, 3.2902, 96.7037
019, 7.5196, 3.3134, 96.6916
020, 6.9578, 3.0698, 96.9191
021, 7.0215, 2.9960, 96.9980
022, 7.2331, 3.0364, 96.9616
023, 7.2342, 3.0981, 96.9080
024, 6.3027, 2.6785, 97.3145
025, 6.9454, 2.9100, 97.0799
026, 6.6169, 2.7806, 97.2083
027, 6.2413, 2.6340, 97.3701
028, 6.6491, 2.8140, 97.1941
029, 6.3350, 2.6673, 97.3316
030, 6.0614, 2.5996, 97.4004
031, 5.5656, 2.2649, 97.7219
032, 4.5764, 1.8463, 98.1537
033, 4.9812, 2.1021, 97.8827
034, 4.6817, 1.9737, 98.0283
035, 4.6834, 2.0071, 97.9990
036, 4.6276, 1.9272, 98.0597
037, 4.8165, 1.9889, 98.0131
038, 4.1979, 1.6977, 98.2861
039, 4.1784, 1.6502, 98.3488
040, 4.0767, 1.6997, 98.2993
041, 4.5302, 1.8453, 98.1436
042, 4.0429, 1.7007, 98.3003
043, 4.3700, 1.8200, 98.1871
044, 4.4780, 1.8645, 98.1254
045, 3.9199, 1.6127, 98.3943
046, 4.0489, 1.6532, 98.3488
047, 3.8577, 1.6168, 98.3761
048, 4.0419, 1.6289, 98.3600
049, 3.8289, 1.5541, 98.4459
050, 4.0723, 1.6906, 98.3114
051, 4.1569, 1.6704, 98.3195
052, 3.9547, 1.6148, 98.3873
053, 3.8527, 1.5602, 98.4328
054, 3.9898, 1.6886, 98.3185
055, 4.0237, 1.6633, 98.3276
056, 3.5979, 1.4843, 98.5126
057, 3.8018, 1.5531, 98.4459
058, 3.8426, 1.5228, 98.4601
059, 3.6893, 1.4752, 98.5217
060, 3.5996, 1.4783, 98.5278
061, 3.8936, 1.5976, 98.3984
062, 3.7166, 1.5581, 98.4479
063, 3.7129, 1.4975, 98.4965
064, 3.9512, 1.6532, 98.3509
065, 4.0373, 1.6886, 98.3074
test_total_loss, test_argmax_MAE, test_accuracy:
12.0086, 4.7692, 95.1538
******************************************************************
train and test on ID: 30
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.3782, 9.2725, 89.7195
002, 16.0843, 6.7962, 93.1816
003, 13.7849, 5.9546, 94.0252
004, 12.1675, 5.3502, 94.6488
005, 11.3553, 4.8961, 95.0949
006, 10.8150, 4.6710, 95.3209
007, 10.5421, 4.5035, 95.4894
008, 9.8350, 4.2967, 95.7043
009, 10.1285, 4.2270, 95.7629
010, 9.6033, 4.0676, 95.9334
011, 8.6580, 3.6387, 96.3582
012, 8.3281, 3.5762, 96.4299
013, 8.6636, 3.6831, 96.3239
014, 8.3167, 3.5570, 96.4349
015, 7.9416, 3.3068, 96.6811
016, 7.5364, 3.1736, 96.8204
017, 7.0256, 3.0161, 96.9738
018, 7.0176, 3.0434, 96.9475
019, 7.3065, 3.0454, 96.9405
020, 7.5078, 3.2149, 96.7810
021, 7.1005, 3.0999, 96.8991
022, 7.2014, 3.0373, 96.9516
023, 6.9239, 2.9344, 97.0484
024, 7.0785, 2.9243, 97.0696
025, 6.6692, 2.7659, 97.2321
026, 6.1198, 2.5893, 97.4097
027, 6.4831, 2.7346, 97.2694
028, 6.2937, 2.6761, 97.3138
029, 6.1564, 2.5701, 97.4268
030, 5.8091, 2.3946, 97.6105
031, 5.4402, 2.2462, 97.7578
032, 4.8714, 2.0464, 97.9526
033, 4.9265, 2.0535, 97.9384
034, 4.2851, 1.7437, 98.2563
035, 4.6602, 1.9243, 98.0777
036, 4.3583, 1.7689, 98.2351
037, 4.6898, 1.9112, 98.0838
038, 4.2382, 1.7296, 98.2704
039, 4.0326, 1.6266, 98.3703
040, 4.2254, 1.7175, 98.2866
041, 4.1996, 1.7003, 98.2936
042, 4.5233, 1.8658, 98.1261
043, 4.1356, 1.7346, 98.2644
044, 3.9396, 1.6044, 98.3855
045, 4.1277, 1.7205, 98.2815
046, 3.9295, 1.6125, 98.3865
047, 3.9560, 1.6700, 98.3360
048, 3.8690, 1.6024, 98.3895
049, 4.2453, 1.7497, 98.2462
050, 4.0854, 1.6327, 98.3613
051, 3.6243, 1.4400, 98.5499
052, 3.6374, 1.4763, 98.5237
053, 3.9469, 1.5732, 98.4299
054, 3.8597, 1.5853, 98.4168
055, 3.6558, 1.4672, 98.5368
056, 4.0633, 1.6579, 98.3290
057, 4.0297, 1.6448, 98.3502
058, 3.5777, 1.4339, 98.5580
059, 4.0103, 1.6801, 98.3219
060, 3.7668, 1.5368, 98.4571
061, 3.6502, 1.4783, 98.5126
062, 3.9187, 1.6085, 98.3875
063, 3.6211, 1.4945, 98.5076
064, 3.9515, 1.6438, 98.3552
065, 3.9130, 1.5590, 98.4410
test_total_loss, test_argmax_MAE, test_accuracy:
14.0977, 4.6364, 95.3636
******************************************************************
train and test on ID: 31
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.2816, 9.0940, 89.8453
002, 16.1726, 7.0607, 92.9211
003, 14.2216, 6.0324, 93.9636
004, 12.7626, 5.4055, 94.6067
005, 11.2564, 4.7937, 95.2194
006, 10.9167, 4.5956, 95.4034
007, 10.7899, 4.5794, 95.4105
008, 10.3514, 4.5197, 95.4732
009, 9.5033, 4.0445, 95.9383
010, 9.1427, 3.9515, 96.0475
011, 8.3935, 3.6087, 96.3832
012, 9.4234, 3.9636, 96.0425
013, 8.8134, 3.7573, 96.2447
014, 7.9642, 3.3782, 96.6269
015, 8.4911, 3.6289, 96.3630
016, 8.2158, 3.5723, 96.4196
017, 7.9626, 3.4237, 96.5693
018, 8.0362, 3.4853, 96.5147
019, 8.2392, 3.5480, 96.4530
020, 7.7109, 3.2730, 96.7098
021, 7.2782, 3.0849, 96.8928
022, 6.9050, 2.9505, 97.0506
023, 6.8510, 2.9009, 97.0940
024, 7.1236, 3.0111, 96.9687
025, 7.0089, 3.0172, 96.9707
026, 6.6963, 2.7654, 97.2295
027, 6.4270, 2.7755, 97.2235
028, 6.9630, 2.9960, 96.9960
029, 6.4113, 2.7786, 97.2103
030, 6.5137, 2.7472, 97.2578
031, 5.3252, 2.2740, 97.7310
032, 5.1856, 2.1608, 97.8322
033, 4.8474, 1.9707, 98.0263
034, 4.9737, 2.0435, 97.9515
035, 5.1504, 2.1385, 97.8514
036, 4.7556, 1.9707, 98.0354
037, 5.2124, 2.1345, 97.8554
038, 4.6900, 1.8777, 98.1163
039, 4.4431, 1.8504, 98.1466
040, 4.2786, 1.7492, 98.2386
041, 4.6811, 1.9757, 98.0324
042, 4.4763, 1.8433, 98.1456
043, 4.2476, 1.7776, 98.2255
044, 4.3075, 1.7614, 98.2346
045, 4.0993, 1.6512, 98.3418
046, 4.3987, 1.8989, 98.1082
047, 4.0383, 1.6148, 98.3812
048, 4.0010, 1.6623, 98.3347
049, 4.3490, 1.7856, 98.2113
050, 4.2864, 1.7907, 98.2133
051, 3.8527, 1.5399, 98.4560
052, 4.1989, 1.7745, 98.2245
053, 3.9897, 1.5925, 98.4095
054, 4.0339, 1.6400, 98.3600
055, 3.7298, 1.4712, 98.5147
056, 3.9144, 1.5966, 98.4075
057, 4.0656, 1.6795, 98.3124
058, 3.8383, 1.5511, 98.4419
059, 3.8791, 1.5865, 98.4237
060, 3.6915, 1.5005, 98.5025
061, 4.0660, 1.7088, 98.2892
062, 3.9915, 1.6421, 98.3579
063, 4.0128, 1.6330, 98.3721
064, 3.9319, 1.6481, 98.3650
065, 4.1690, 1.7179, 98.2770
test_total_loss, test_argmax_MAE, test_accuracy:
3.5081, 1.2308, 98.7692
******************************************************************
train and test on ID: 32
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.6076, 9.4778, 89.7707
002, 16.5667, 7.1535, 92.8101
003, 14.3481, 6.1071, 93.8525
004, 13.2247, 5.5818, 94.4192
005, 12.2958, 5.2444, 94.7525
006, 10.9384, 4.6232, 95.3768
007, 10.4304, 4.5111, 95.4828
008, 10.2086, 4.3929, 95.6141
009, 10.5518, 4.4414, 95.5657
010, 9.8894, 4.2990, 95.6768
011, 9.4452, 3.9636, 96.0293
012, 8.9320, 3.8242, 96.1596
013, 8.3065, 3.5879, 96.4121
014, 8.3749, 3.5758, 96.4131
015, 8.3545, 3.5990, 96.4101
016, 8.7029, 3.6778, 96.3192
017, 7.8522, 3.4303, 96.5677
018, 7.5551, 3.2879, 96.7192
019, 6.9421, 2.9929, 97.0051
020, 7.8774, 3.3131, 96.6818
021, 7.9600, 3.4677, 96.5293
022, 7.1157, 2.9838, 97.0152
023, 6.7908, 2.9394, 97.0596
024, 6.9796, 2.9556, 97.0404
025, 6.4633, 2.7051, 97.2949
026, 6.2005, 2.6707, 97.3222
027, 6.7506, 2.8323, 97.1808
028, 6.2586, 2.5354, 97.4576
029, 6.9255, 2.9444, 97.0576
030, 6.2798, 2.6505, 97.3424
031, 5.8816, 2.5455, 97.4414
032, 5.5339, 2.3121, 97.6778
033, 5.1717, 2.1667, 97.8242
034, 5.0764, 2.1263, 97.8818
035, 4.8008, 2.0111, 98.0000
036, 4.8224, 2.0323, 97.9636
037, 4.6876, 1.9091, 98.0929
038, 5.0786, 2.1313, 97.8677
039, 4.4625, 1.9293, 98.0889
040, 4.2499, 1.7354, 98.2525
041, 4.4874, 1.9111, 98.0899
042, 4.5139, 1.8929, 98.1091
043, 4.5406, 1.8768, 98.1192
044, 4.5799, 1.9192, 98.0747
045, 4.1138, 1.6818, 98.3172
046, 4.4663, 1.8798, 98.1202
047, 4.2578, 1.7798, 98.2253
048, 3.9653, 1.6646, 98.3283
049, 4.0263, 1.6626, 98.3434
050, 4.1964, 1.7879, 98.2091
051, 4.1861, 1.7020, 98.2949
052, 4.0825, 1.6697, 98.3313
053, 3.8994, 1.6616, 98.3333
054, 4.3032, 1.6980, 98.2980
055, 3.9963, 1.6354, 98.3545
056, 4.0006, 1.5808, 98.4131
057, 3.7934, 1.5525, 98.4455
058, 3.8834, 1.6061, 98.3818
059, 4.0618, 1.6596, 98.3475
060, 4.1203, 1.7323, 98.2606
061, 3.8054, 1.5707, 98.4293
062, 4.3429, 1.8667, 98.1303
063, 3.8890, 1.5717, 98.4091
064, 4.1345, 1.7253, 98.2788
065, 4.0976, 1.6747, 98.3101
test_total_loss, test_argmax_MAE, test_accuracy:
7.3797, 3.0000, 96.9167
******************************************************************
train and test on ID: 33
******************************************************************
epoch, train_total_loss, train_argmax_MAE, train_accuracy
001, 23.6386, 9.6428, 89.7296
002, 15.7875, 6.8174, 93.1635
003, 13.7994, 5.8658, 94.1433
